album_id,album_name,album_type,artist_id,artist_name,rank_position,track_duration,track_id,track_name,track_number,track_popularity,track_type,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,type,valence
29zyqYXwLn4nNTPkRNSOuJ,Game Of Thrones: Season 6 (Music from the HBO® Series),ALBUM,1hCkSJcXREhrodeIHQdav8,Ramin Djawadi,504,176146,0GRoqkRnk2FjkGDCYGwmOI,Needle,4,43,track,0.81,0.683,176147,0.63,0.959,11,0.102,-13.661,0,0.0348,139.957,3,audio_features,0.69
5EvYYHPZMURRjGch8KK9iL,my heart awakened in a dream,SINGLE,7J8vGG9gH0BBHsleyw02fB,St. Dawn in Slumber,505,335309,0HQ7DPbfqexiYSM3SHCwGU,first blush,2,9,track,0.975,0.358,335309,0.187,0.883,0,0.108,-20.643,0,0.0326,98.647,3,audio_features,0.134
5YLRVHDVRw3QqWbeTGpC5B,So Good,ALBUM,1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,506,226720,4Q4jmPHwu0wrJvqrld0FQ6,I Would Like,3,72,track,0.0853,0.486,226720,0.713,0.0,2,0.0839,-3.949,0,0.0524,121.028,4,audio_features,0.297
7c7WXAvGLEnfritd5ir09k,Young,ALBUM,2JMtxA2S9SNUlqBlkDtXm6,The National Parks,507,260306,0I073R2LQQrkRNXXptWmdG,Ghosts,3,32,track,0.717,0.29,260307,0.295,0.00203,0,0.0786,-12.937,1,0.0316,146.84,4,audio_features,0.22
0WA7cLZT1E89hOczltUI1I,Firebird Suite (1945 Version); Petrushka Suite (1945 Revised Version),ALBUM,7ie36YytMoKtPiL7tUvmoE,Igor Stravinsky,508,202160,0IIyxW4bPqRn6oYKb428vx,The Firebird Suite: Final Hymn - Revised 1945 Version,12,18,track,0.936,0.157,202160,0.206,0.553,11,0.0944,-13.445,1,0.0316,84.231,4,audio_features,0.102
7sTP5Nk2rQJpXpPrJFRdyN,Like A Woman,ALBUM,4dYQmk5ma04mZ1KJ9KkAQK,Kacy Hill,509,193813,0QIsQaFvJzhg6urZoakK84,Like A Woman,1,48,track,0.395,0.721,193813,0.238,0.0,6,0.0637,-11.427,0,0.0669,130.152,4,audio_features,0.386
6Y0sR4pj7mxRN0EudJnMQw,Confidently Lost,ALBUM,30DhU7BDmF4PH0JVhu8ZRg,Sabrina Claudio,510,197333,0RTnMChwd0ARVY3zOyNdaP,Orion's Belt,5,63,track,0.856,0.531,197333,0.352,9.73e-06,9,0.0871,-10.404,0,0.315,84.475,4,audio_features,0.537
7h2ag4bmRLTe26XbcFUE1P,Chasing Pianos - The Piano Music Of Michael Nyman,ALBUM,2LvhyFvUCDJ7gFuEBOcrM8,Michael Nyman,511,260973,0UxACryJlLw1VzQWe9eA3x,The Piano: The Heart Asks Pleasure First,1,44,track,0.994,0.212,260973,0.0419,0.909,9,0.0554,-26.065,0,0.0365,80.96,4,audio_features,0.065
5plTumx0wO2mRMwc9Cqleg,Old World - New World,ALBUM,6n7nd5iceYpXVwcx8VPpxF,Antonín Dvo?ák,512,144480,0Yjunamv8Ap2wKgkau3IHJ,Cypresses B.152: 11. Allegro scherzando,15,0,track,0.772,0.417,144480,0.185,0.0268,9,0.109,-20.741,1,0.0529,128.159,4,audio_features,0.53
4nXeW6UwZGBnv6zops27k4,Shakira. (Deluxe Version),ALBUM,0EmeFodog0BfCgMzAIvKQp,Shakira,513,186506,0YoUczWJPqphLvxnTXG00N,Dare (La La La),1,47,track,0.0623,0.792,186507,0.73,2.66e-05,11,0.089,-5.376,1,0.0698,128.029,4,audio_features,0.616
2NiwSbLSHc7eayKy84D0uK,A Badman Sound / Heath Town / Inf Inf Inf Inf,SINGLE,7wDfZhaCORLgP3K62R3MJK,Mark Pritchard,514,263740,0aN6nlphVk3zYM6d24pmq6,A Badman Sound,1,15,track,0.0027,0.329,263741,0.921,0.733,7,0.351,-9.924,1,0.203,152.569,4,audio_features,0.662
49LA20VMk65fQyEaIzYdvf,Yoshimi Battles The Pink Robots (U.S. Version),ALBUM,16eRpMNXSQ15wuJoeqguaB,The Flaming Lips,515,287506,0ccCwNzXvr1Yoz91vKz31Z,Yoshimi Battles The Pink Robots Part 1,3,59,track,0.337,0.555,287507,0.902,0.0,0,0.152,-7.918,1,0.0958,156.108,4,audio_features,0.62
06isBVHgIveQrOMoskCuap,"So Many Hoops, So Little Time",ALBUM,5B2mqyEICw1cDWUoFUHeky,Hideout,516,168018,0gUaSdeRNgWXJpxI1A1dLA,Doctor,2,12,track,0.0438,0.665,168019,0.822,1.72e-06,9,0.504,-5.491,1,0.0261,127.968,4,audio_features,0.707
2C37EWVmuBXjXqxhGwJM5c,Antifogmatic,ALBUM,4gFssfOmWNY3LfIZ3zyoy4,Punch Brothers,517,209373,0gVTOC191ScBI2Frj9NQQX,Rye Whiskey,4,43,track,0.525,0.632,209373,0.453,0.000448,7,0.143,-12.257,1,0.0301,112.069,4,audio_features,0.461
0qsT8HLvlWaSWIq8Rc95BI,Hopes And Fears,ALBUM,53A0W3U0s8diEn9RhXQhVz,Keane,518,236160,0ll8uFnc0nANY35E0Lfxvg,Somewhere Only We Know,1,65,track,0.0597,0.447,236160,0.662,2.88e-06,9,0.0869,-4.221,1,0.0259,172.015,4,audio_features,0.307
6SV6qGtUeNTOcVDWqNTQCy,Wasted Youth (Michael Brun Remix),SINGLE,5qa31A9HySw3T7MKWI9bGg,FLETCHER,519,231386,0m5HCOpIKSaidlHOzqZB4z,Wasted Youth (Michael Brun Remix),1,61,track,0.133,0.423,231387,0.665,0.0,8,0.154,-6.335,0,0.0509,75.89,4,audio_features,0.43
4Jsvr6rK99cdO6HD8FnYVd,Revolver Remixes,SINGLE,46U5WmejGzsPqUiw3Uw0Xq,Vian Izak,520,223124,0mr2Qp1cORHb2RbtkHhxxD,Revolver - I the AI Remix,2,41,track,0.38,0.732,223125,0.573,0.00012,1,0.109,-8.872,0,0.0779,90.017,4,audio_features,0.597
7xYiTrbTL57QO0bb4hXIKo,Lust For Life,ALBUM,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,521,264066,0mt02gJ425Xjm7c3jYkOBn,Lust For Life (with The Weeknd),2,70,track,0.588,0.506,264066,0.668,0.002,0,0.364,-8.654,0,0.0582,99.982,4,audio_features,0.285
1ZTqvi3LMBOSURVkNi5WNq,Humoresque - Favorite Violin Encores [Expanded Edition],ALBUM,2kXJ68O899XvWOBdpzlXgs,Nikolai Rimsky-Korsakov,522,77093,0nF5aQoLs2YtbWwClXvumL,Flight of the Bumblebee,1,40,track,0.861,0.581,77093,0.715,0.81,2,0.391,-11.645,0,0.0366,93.616,3,audio_features,0.966
3rDbA12I5duZnlwakqDdZa,Know-It-All (Deluxe),ALBUM,2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,523,230226,0prNGof3XqfTvNDxHonvdK,Scars To Your Beautiful,10,74,track,0.0294,0.591,230227,0.741,0.0,0,0.11,-5.751,1,0.139,97.048,4,audio_features,0.452
39kLK3Ty2CP03pseUEypSm,Ben Kweller,ALBUM,7bhMBjjQhgPX0q9S4Ajncn,Ben Kweller,524,246053,0rO5HOBINe5qJzZUypYbOA,Sundress,3,38,track,0.00474,0.619,246053,0.526,0.00125,2,0.121,-7.873,1,0.0289,125.202,4,audio_features,0.262
6bl2li1DLMnLFxZu4D10Hp,Saman,ALBUM,2lD1D6eEh7xQdBtnl2Ik7Y,Hildur Guðnadóttir,525,197600,0sPzBdSWYsp5X9qLyplRVV,Bær,5,49,track,0.941,0.148,197600,0.07,0.883,4,0.153,-19.721,0,0.046,75.46,4,audio_features,0.0386
7fYlJ1HNLfs6JIvJCJ2rqq,Cinema Serenade,ALBUM,7ctAOUlIAs7yuMODWE2Fyz,John Barry,526,198893,0twtEOouu8gohnjlPGYa9O,Out of Africa: Main Title,10,23,track,0.901,0.126,198893,0.211,0.836,0,0.263,-21.887,1,0.0384,92.138,3,audio_features,0.075
1Tz1WfJZkvWPhyFHWAzZLo,El Ultimo Adiós,ALBUM,7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,527,237466,0tzixmHNQfE6S6SirSToxW,El Ultimo Adiós - Varios Artistas Version,1,66,track,0.641,0.276,237467,0.572,0.0,1,0.2,-7.818,1,0.0377,77.986,4,audio_features,0.285
0dXzrOfFmSXgqqnSA9r3dN,Skin: The Remixes,ALBUM,6nxWCVXbOlEVRexSbLsTer,Flume,528,267200,1wfZdPy5FRWsdWaAEOG0Ml,Say It - Illenium Remix,13,61,track,0.0343,0.482,267200,0.769,0.00498,6,0.0953,-4.473,1,0.0549,149.69,4,audio_features,0.427
1NTLKANenV7OuwDi37QUhQ,Paracosm,ALBUM,5juOkIIy18sFw9L30syt1Z,Washed Out,529,81120,0wqhCyZJ5X3oCuBgjxUXiT,Entrance,1,38,track,0.968,0.481,81120,0.351,0.0316,2,0.553,-17.851,1,0.0571,119.872,4,audio_features,0.637
09zqiWQP8dXBySneyk1Qqc,"O Brother, Where Art Thou? (Soundtrack)",ALBUM,2H5elA2mJKrHmqkN9GSfkz,Gillian Welch,530,237866,0x5EMnC2M9pDTAAStksrDt,"I'll Fly Away - From “O Brother, Where Art Thou” Soundtrack",9,50,track,0.985,0.684,237867,0.253,0.0317,2,0.118,-13.561,1,0.0341,102.94,4,audio_features,0.521
3PYk8e7eo2t5CA1Y3AvhaG,Home of the Strange,ALBUM,4j56EQDQu5XnL7R3E9iFJT,Young the Giant,531,224413,0xTQhR3AEyLAd6Wp5yMNtU,Elsewhere,3,49,track,0.126,0.506,224413,0.674,0.0,5,0.113,-6.661,0,0.0868,115.9,4,audio_features,0.189
2IY1loevJOdlnP5ECpjpgm,Powers,SINGLE,5PxCTrv3Y1xVACfngpt7D2,Lostboycrow,532,202827,0xlg27g9OXI2PHvwLJSCoo,Powers,1,61,track,0.517,0.495,202827,0.48,1.3e-06,9,0.101,-7.633,0,0.0683,159.918,4,audio_features,0.179
2Li0pkbpCjGrYKrQR0EzX3,Music to Drive Away Loiterers,ALBUM,5GUhei8a6yiqmS1w2GX9Bt,Gang Chen,533,300942,0xq4Kuw9KPBxlYTIDW4Wh0,The Butterfly Lovers Violin Concerto: Adagio cantabile (bar 1),8,2,track,0.95,0.224,300943,0.0754,0.438,2,0.0819,-21.259,1,0.0499,131.295,5,audio_features,0.135
2esdHJ5TiZcDXCnmy50hLa,Queen Of The Clouds (Blueprint Edition),ALBUM,4NHQUGzhtTLFvgF5SZesLK,Tove Lo,534,238426,10sqe2FD4eb8MovY8Nyaii,Talking Body,4,58,track,0.105,0.736,238427,0.767,0.0,4,0.0803,-5.489,0,0.034,119.996,4,audio_features,0.0985
0KjJsQH0j3Svrc9PiIX2AR,Bad Boy,SINGLE,5Rr15NSbi1Xjno1AEP9u21,Dan Croll,535,208875,1236ck5XXdLNYiy0KsUwxw,Bad Boy,1,32,track,0.00286,0.658,208876,0.883,0.000255,9,0.119,-6.996,1,0.0317,130.041,4,audio_features,0.761
4WPAetmMSc4LvY9VTnSn5M,Music For Listening To Music To,ALBUM,3zsjvhvKAuD6GY7i1R5zER,La Sera,536,172893,12IMIJkZRht0QJaSaVGbnk,Begins to Rain,4,13,track,0.003,0.373,172893,0.728,0.177,0,0.216,-7.366,1,0.0396,158.698,4,audio_features,0.323
2nGL73TqdduRKepdcwJvdm,En Vogue,ALBUM,3ayds6VIVBx3CU5NSNCDbq,Jacques Dutronc,537,177946,196fYCjVMKAQb8uwOWxpUo,J'aime les filles,7,46,track,0.635,0.623,177947,0.456,1.31e-06,9,0.175,-6.408,1,0.0362,121.444,4,audio_features,0.766
3sR7NJMeadiOYLFl94uj0X,The Essential Janis Joplin,COMPILATION,4NgfOZCL9Ml67xzM0xzIvC,Janis Joplin,538,105800,1GLBsX2m62PudMOwgIXslV,Mercedes Benz,13,33,track,0.935,0.695,105800,0.113,0.0,7,0.0717,-15.141,0,0.572,88.302,4,audio_features,0.448
5sK78apv4yOoXjxRL4kOdJ,Sunshine On Leith,ALBUM,1A92IAcd7A6npCA33oGM5i,The Proclaimers,539,225586,1HuAR7RyNWQq6vHwOFHWqx,I'm On My Way,8,52,track,0.369,0.824,225587,0.634,0.0,8,0.0665,-10.296,1,0.0342,118.922,4,audio_features,0.743
5TuJFFieaVKhwQLXxfMFeg,Love Story,SINGLE,6A8xLAHWKnJ8V2BWe2bSuW,Mix Chopin,540,308095,1ITMcDNHuvVYsy3lHbXIhW,When I'm With You - Original Mix,3,19,track,0.0729,0.826,308095,0.888,0.000375,4,0.311,-4.051,0,0.199,125.989,4,audio_features,0.236
3j7nicLAWXM0Fb08q9XGyf,Pearl (Legacy Edition),ALBUM,4NgfOZCL9Ml67xzM0xzIvC,Janis Joplin,541,271333,1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,7,64,track,0.302,0.453,271333,0.464,5.96e-05,2,0.152,-10.96,1,0.0431,93.19,4,audio_features,0.658
5FbcUqv44TZnt8Ox6bzzZT,The Covers Record,ALBUM,6G7OerKc3eBO9sVkRNopFC,Cat Power,542,139466,1J3w85cS3FEmoSKRu2dQJ8,Sea of Love,12,61,track,0.94,0.561,139467,0.0859,0.0,6,0.16,-11.478,0,0.0511,78.372,4,audio_features,0.117
6ZNAecneimwuHlYycjV6GY,Another Bedroom EP,ALBUM,3kGhAL9j1WyNjNkWTRQd8T,Atlas Sound,543,185866,1JAFmbPPjOfkCkvAQsgsm2,It Rained,2,13,track,0.718,0.384,185867,0.319,0.255,4,0.106,-11.25,0,0.0334,179.073,3,audio_features,0.32
291YK9rIk7qelWtRbfQVUw,Paganini: 24 Caprices,ALBUM,39FC9x5PaTNYHp5hwlaY4q,Niccolò Paganini,544,99973,1LEZuQ6sQ6uw2mVVtWQOhv,"Paganini: 24 Caprices, Op. 1: No. 1 in E Major",1,32,track,0.965,0.487,99973,0.357,0.522,4,0.268,-16.288,1,0.0453,109.712,4,audio_features,0.813
73MyG0hrksqAYvLVeElJye,Ole,ALBUM,4NVTnUR7DbPlPWaavEXG0n,Fermin Spanish Guitar,545,230453,1LhZGyannfhPl3K4o7Pvt9,Brisa,2,22,track,0.884,0.724,230453,0.493,0.885,11,0.186,-12.108,0,0.0436,84.942,4,audio_features,0.28
6Tolvy5sgnENXLNDNwQ9L6,Old Tyme Religion,ALBUM,3VSHFjwG94ubNcoST9hfxX,Hugo,546,236746,1MJEBx2PQxYHPXW6bKIKgr,Hopelessly Stoned,5,34,track,0.0485,0.599,236747,0.757,0.0,9,0.0913,-5.388,0,0.0461,76.835,4,audio_features,0.746
0dYi4VGov4Dl4AED2eVwPw,Lost on You,ALBUM,0J7U24vlOOIeMpuaO6Q85A,LP,547,228547,28t0Fp23qgptKwnTn55Hq2,Muddy Waters,1,54,track,0.394,0.509,228547,0.484,3.41e-06,8,0.308,-7.802,0,0.0701,125.0,4,audio_features,0.249
1TBY0aiCwtpcnsFxjTDikT,Glass Piano Versions,ALBUM,69lxxQvsfAIoQbB20bEPFC,Philip Glass,548,302220,1Qs1V0AOiocQUoRUxL7tH3,Mad Rush (Julian Earle Remix),1,16,track,0.0133,0.529,302220,0.654,0.28,5,0.809,-11.038,1,0.14,119.017,4,audio_features,0.0334
3fUKGTsiYL1kSroBWBLmmR,Star Wars: The Force Awakens (Original Motion Picture Soundtrack),ALBUM,3dRfiJ2650SZu6GbydcHNb,John Williams,549,245520,1RvQgGp79PAzA4qH9FoFyX,The Rathtars!,9,40,track,0.827,0.311,245520,0.404,0.922,7,0.107,-12.693,1,0.0475,130.453,3,audio_features,0.101
6bWX3aSyh4FvrnFnGp0xQr,Welcome to Condale,ALBUM,687094MtNCTh262Otm1LOD,Summer Camp,550,151410,1S4oBLq5v74NSfPvZFy0ay,Down,7,15,track,0.156,0.442,151411,0.819,2.18e-05,9,0.617,-6.009,1,0.0683,169.851,4,audio_features,0.511
5WT93ILrcE8zEeRHsBUnGK,Shrek 2,ALBUM,6MUyqmIQ35inLjch0YzIEG,Frou Frou,551,201466,1UejdZVSdCTD3wkhhi08Yd,Holding Out For A Hero,2,0,track,0.402,0.665,201467,0.853,0.0,2,0.777,-6.914,0,0.0762,100.039,4,audio_features,0.825
1teILoEpj1EJvEzvqbo6w9,Distraction,ALBUM,3ViZST9PgFoieuOHY2GZMp,Bear Hands,552,160013,1e5HZmpttPyXSqaNQiJU2j,Agora,3,48,track,0.201,0.733,160013,0.606,0.00833,1,0.388,-5.169,1,0.0274,97.534,4,audio_features,0.75
4FtOLTQqwnxpaABrJWYdBy,Rockin' The Suburbs,ALBUM,55tif8708yyDQlSjh3Trdu,Ben Folds,553,265293,1fujSajijBpJlr5mRGKHJN,The Luckiest,12,48,track,0.89,0.374,265293,0.185,0.000746,2,0.105,-11.846,1,0.0366,120.519,4,audio_features,0.226
4CGYQJzTq6Lj3hBPRcdNc9,Beyond Clueless,ALBUM,687094MtNCTh262Otm1LOD,Summer Camp,554,136466,1k0rrmc3UKGweFOA19d0b3,Swimming Pool,2,16,track,0.704,0.911,136466,0.25,0.914,2,0.104,-11.556,0,0.106,130.021,4,audio_features,0.672
4Ph1eaBr76lVFku2lxYhP7,Vaughan-Williams and Tavener,ALBUM,45ff9QmiC1LkmDPk5TBN21,John Tavener,555,407800,1oFXk5QMfnOvSdFPC27uo6,Song For Athene,2,2,track,0.121,0.071,407800,0.0215,0.947,5,0.106,-22.242,1,0.0487,77.525,3,audio_features,0.0541
16EdRx2P4PVgZFK53UF3JD,Metals,ALBUM,6CWTBjOJK75cTE8Xv8u1kj,Feist,556,284506,61etm6bMP3BnD3SiwreMZu,The Bad In Each Other,1,37,track,0.181,0.451,284507,0.657,0.0872,6,0.115,-5.201,0,0.0451,133.287,3,audio_features,0.36
1kGhTPdqFxysr6qHRv32MR,Time Curve: Music for Piano by Philip Glass and William Duckworth,ALBUM,69lxxQvsfAIoQbB20bEPFC,Philip Glass,557,411560,1pNVPDpgKtYZuGmVtu7mu7,Six Etudes for Piano - q = 108,2,50,track,0.987,0.104,411560,0.00396,0.872,0,0.0741,-35.954,1,0.0425,171.9,4,audio_features,0.0348
0zqoBumDciJGNoOsvfTP5U,Love You to Death,ALBUM,5e1BZulIiYWPRm8yogwUYH,Tegan and Sara,558,197746,1rTMTobUIpsgQdpTFFgLok,Stop Desire,5,48,track,0.00129,0.556,197747,0.793,0.000151,2,0.0874,-5.576,1,0.0419,158.974,4,audio_features,0.677
16YV7WQYvUfRWV0dmif0g5,Eights,SINGLE,3NkEUEwXXgy5IQixHpsHQ9,Rachel Grimes,559,126240,1xgTI3xXFiBcdRyHgD0xx4,Eights,1,55,track,0.992,0.255,126240,0.175,0.918,0,0.0953,-21.443,1,0.0386,103.83,4,audio_features,0.197
7IhLyZxQbWtma7EGKj0rx2,River of Light: American Short Works for Violin and Piano,ALBUM,69lxxQvsfAIoQbB20bEPFC,Philip Glass,560,287866,1xniGQHREJ8DjDHkiCIqcd,Einstein on the Beach: Knee Play 2,2,21,track,0.99,0.323,287867,0.192,0.934,4,0.278,-26.31,1,0.0406,146.757,4,audio_features,0.639
6YerEr0qbQlLYAArvg6Zdh,Revolver,SINGLE,46U5WmejGzsPqUiw3Uw0Xq,Vian Izak,561,180214,1y3xhy7aziCdKEYOGfdQZ7,Revolver,1,43,track,0.862,0.581,180214,0.417,1.23e-06,4,0.096,-9.958,1,0.044,139.762,4,audio_features,0.412
5cHzddYvRcUclACgY1QzWT,Singing In The Rain,SINGLE,5ektKXWvSR9FjUExrpg1xK,Through Juniper Vale,562,162950,21ji9actMwVe4gRbI1SaFe,Singing In The Rain,1,34,track,0.808,0.604,162951,0.482,0.519,7,0.124,-7.359,1,0.0281,135.135,4,audio_features,0.378
4vuXN6LsE0L9WG7GSRc89k,Le Fou,ALBUM,6mpIGgvVVlb1m1OwoGKRuY,Zachary Richard,563,266333,22Q2aacRhIfexOoZaZti9Y,Laisse Le Vent Souffler,1,6,track,0.132,0.62,266333,0.677,0.000266,8,0.0947,-7.406,1,0.0338,162.097,4,audio_features,0.448
4YRVYUznqfl3xjodAZA4tt,Aventine (Deluxe),ALBUM,1rKrEdI6GKirxWHxIUPYms,Agnes Obel,564,89520,22bk8cz4FrIpxR166zmXFk,Tokka,6,59,track,0.993,0.568,89520,0.181,0.935,6,0.103,-19.451,0,0.0283,85.892,4,audio_features,0.351
3JnPJ0fjkTpGqd2kUBAsnK,Boys & Girls,ALBUM,16GcWuvvybAoaHr0NqT8Eh,Alabama Shakes,565,226186,3qEJr0LAjbuTA4N1cCgShG,Hold On,1,62,track,0.209,0.585,226187,0.666,0.339,0,0.085,-5.381,1,0.0293,88.841,4,audio_features,0.545
1FOJ5IXGXe8dl0cXvCU6wK,In the Name of Love,SINGLE,60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,566,195706,23L5CiUhw2jV1OIMwthR3S,In the Name of Love,1,83,track,0.109,0.501,195707,0.519,0.0,4,0.454,-5.88,0,0.0409,133.99,4,audio_features,0.168
5xKgKUmIGnRQwl7MkQbUy4,"Respighi, Tchaikovsky",ALBUM,7KkUirCiJZhgRN3NbgG98L,Ottorino Respighi,567,1275794,25s70t8pGzaIG8FWCMwfsc,Pines of Rome,2,30,track,0.787,0.108,1275794,0.117,0.821,11,0.931,-20.346,1,0.0395,82.274,3,audio_features,0.0565
5NfABMgdOVcRpJZdQg9dx9,The String Quartet Tribute to Guns N' Roses,ALBUM,6MERXsiRbur2oJZFgYRDKz,Vitamin String Quartet,568,305026,297BsOubwlnX1hGXUBOpE0,Welcome to the Jungle,1,11,track,0.141,0.611,305027,0.582,0.0103,4,0.0998,-6.08,1,0.0294,110.08,4,audio_features,0.415
72qA6s4fjF8Y2VX1UDMfp2,GEMINI,ALBUM,3JhNCzhSMTxs9WLGJJxWOY,Macklemore,569,218560,2JjkHuu2A0A0hvewiZKutV,Over It (feat. Donna Missal),11,66,track,0.307,0.633,218560,0.469,0.0,5,0.105,-8.375,0,0.11,120.041,4,audio_features,0.193
0hOfYUluBZkHPmTGkcLJuO,Kidz Bop 27,ALBUM,1Vvvx45Apu6dQqwuZQxtgW,Kidz Bop Kids,570,208266,3NODaFePbYJpp5VAY1ipYp,Shake It Off,1,48,track,0.0365,0.671,208267,0.881,0.0,7,0.104,-4.613,1,0.183,160.05,4,audio_features,0.941
5EFlIscBqNalZgpNCaqBQa,Philip Glass: Piano Etudes 1-10,ALBUM,0JSvoj8WpcNYzoiHHOg4QX,Andrew Chubb,571,412243,2L5OjGtfbzyfKpleIO04TM,Etude No. 6,6,6,track,0.994,0.181,412244,0.229,0.881,5,0.129,-18.058,0,0.0327,79.876,4,audio_features,0.076
0nc9dI42KtzI6JXKq8Ojrx,Ghost Train,SINGLE,687094MtNCTh262Otm1LOD,Summer Camp,572,183253,2LfU3QVCEy2KB1XHPxlFBY,Ghost Train,1,21,track,0.238,0.572,183253,0.496,1.1e-05,5,0.127,-7.001,1,0.0419,95.043,4,audio_features,0.462
1MLiNLy4J8DDonsKOCY2d6,A Brief History Of Time,ALBUM,69lxxQvsfAIoQbB20bEPFC,Philip Glass,573,165266,2O6ErJQWqpQDzsQG7e9FPa,Mysterious No. 1,5,7,track,0.972,0.309,165267,0.205,0.918,5,0.115,-13.187,1,0.0373,143.871,4,audio_features,0.0685
6R0ynY7RF20ofs9GJR5TXR,"Hurry Up, We're Dreaming",ALBUM,63MQldklfxkjYDoUE4Tppz,M83,575,247026,2QVmiA93GVhWNTWQctyY1K,Outro,11,55,track,0.0301,0.226,247027,0.261,0.0677,2,0.0628,-11.276,1,0.0339,108.915,4,audio_features,0.084
7F8gBhbkvarPTrWKDweaXT,The Last Time,SINGLE,5ektKXWvSR9FjUExrpg1xK,Through Juniper Vale,576,260301,2Qk4O6XPC9sRVdgE5c3Hde,The Last Time,1,37,track,0.138,0.62,260302,0.591,2.07e-06,2,0.0924,-6.186,0,0.0351,90.009,4,audio_features,0.341
2mDwgIyil7jUI192RqJ1Lm,Melancholia,ALBUM,6u5axd0rpDsWSmzhFfb2VB,William Basinski,577,410986,2UZXQrEi0A8ySbDuyeuMt3,Melancholia II,2,50,track,0.983,0.153,410987,0.0391,0.928,3,0.0774,-32.652,1,0.0362,69.906,5,audio_features,0.0737
5zxAXQhUw7kdBwR6HWGOAP,Mendelssohn: Symphonies Nos. 3 & 5,ALBUM,6MF58APd3YV72Ln2eVg710,Felix Mendelssohn,578,679906,2WH4vWam3YrdSfSBhYwZGv,"Symphony No. 5 in D Minor, Op. 107, ""Reformation"": I. Andante - Allegro con fuoco",5,8,track,0.884,0.244,679907,0.151,0.829,9,0.0825,-18.797,1,0.035,67.774,4,audio_features,0.086
6yCzOeJHgOnJBP3K6IDPIV,Barton Hollow,ALBUM,6J7rw7NELJUCThPbAfyLIE,The Civil Wars,579,205773,2ZheGCM31EbCwUfGs0WJB1,Barton Hollow,7,53,track,0.123,0.403,205773,0.659,0.0,2,0.0857,-7.338,1,0.0303,90.854,4,audio_features,0.435
4U6rQZj3QLggmxjeDoI0Cf,Bad Love,ALBUM,687094MtNCTh262Otm1LOD,Summer Camp,580,177346,2bWqhsrE8LRYNFRntinGy6,Bad Love,1,8,track,4.3e-05,0.56,177347,0.874,0.00565,4,0.261,-4.289,0,0.0358,120.002,4,audio_features,0.597
3obcdB2QRQMfUBHzjOto4K,Eclectric,ALBUM,5vvlfKQdn6amTImsjy9Si5,Dallas String Quartet,581,252800,2cCrfPyGJ1lwEDzbW4JCoO,Viva La Vida,1,40,track,0.929,0.471,252800,0.327,0.0151,9,0.106,-8.193,1,0.0311,138.353,4,audio_features,0.569
5PW8nAtvf2HV8RYZFd4IrX,Born To Die - The Paradise Edition,ALBUM,00FQb4jTyendYWaN8pK0wa,Lana Del Rey,582,265427,2dBwB667LHQkLhdYlwLUZK,Summertime Sadness,11,62,track,0.0701,0.565,265427,0.656,2.25e-06,1,0.123,-6.806,0,0.0329,111.977,4,audio_features,0.23
4fGqfyineAZmulNxgitERh,I Never Learn,ALBUM,6oBm8HB0yfrIc9IHbxs6in,Lykke Li,583,222718,2gCvWjrHt6PVJjIN1amlje,No Rest For The Wicked,2,55,track,0.365,0.312,222719,0.445,0.0038,11,0.13,-7.202,0,0.0305,97.967,4,audio_features,0.272
2Qi2SySN2ePZwMLDSv9Krn,Modern Vampires of the City,ALBUM,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,584,251253,2gKZXeCTkQjblUQgnKF7Ow,Obvious Bicycle,1,54,track,0.403,0.472,251253,0.29,0.000115,9,0.199,-12.327,1,0.0957,180.098,4,audio_features,0.126
2CUT0104gySOIvqwtXeFsX,The Blueprint 3,ALBUM,3nFkdlSjzX9mRTtwJOzDYB,JAY Z,585,276920,2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,5,0,track,0.0271,0.504,276920,0.96,0.0,8,0.545,-1.55,0,0.391,173.519,4,audio_features,0.766
6gt1NmD8bvEfsI58rcNqqB,The Greatest 20th Century Pieces,ALBUM,07pZelCNTBK93CD474588Q,Craig Ogden,586,239640,2jMaOtkI3MfIHsmRfRUchu,Cavatina,5,15,track,0.988,0.298,239640,0.0875,0.943,4,0.103,-22.874,1,0.0433,78.675,5,audio_features,0.365
77oEKXn6sPt7J2Ypg6QeZu,Love: A Revolution,ALBUM,4dYt3vxjsO6TYrA7f4THoz,Captain Dipper & The Strawberry Girl,587,214500,2jm4HJBM2s6jp81yGiITO2,Porcelain Skin,3,38,track,0.872,0.623,214500,0.457,0.00661,3,0.101,-8.145,1,0.0299,134.966,4,audio_features,0.174
